"ns","lu.from","lu.to","value"
"81583","Cropland","Pasture",0
"81584","Cropland","Pasture",0
"81585","Cropland","Pasture",0
"81586","Cropland","Pasture",0
"81587","Cropland","Pasture",0
"81588","Cropland","Pasture",0
"81589","Cropland","Pasture",0
"81590","Cropland","Pasture",0
"81591","Cropland","Pasture",0
"81592","Cropland","Pasture",0
"81593","Cropland","Pasture",0
"81594","Cropland","Pasture",0
"81595","Cropland","Pasture",0
"81596","Cropland","Pasture",0
"81597","Cropland","Pasture",0
"81598","Cropland","Pasture",0
"81600","Cropland","Pasture",1
"81601","Cropland","Pasture",1
"81602","Cropland","Pasture",0
"81603","Cropland","Pasture",1
"81604","Cropland","Pasture",1
"81605","Cropland","Pasture",1
"81606","Cropland","Pasture",0
"81607","Cropland","Pasture",0
"81625","Cropland","Pasture",0
"81626","Cropland","Pasture",0
"81627","Cropland","Pasture",0
"81628","Cropland","Pasture",0
"81629","Cropland","Pasture",0
"81630","Cropland","Pasture",0
"81631","Cropland","Pasture",0
"81632","Cropland","Pasture",0
"81633","Cropland","Pasture",0
"81634","Cropland","Pasture",0
"81635","Cropland","Pasture",0
"81636","Cropland","Pasture",0
"81637","Cropland","Pasture",0
"81639","Cropland","Pasture",0
"81640","Cropland","Pasture",0
"81641","Cropland","Pasture",0
"81642","Cropland","Pasture",0
"81643","Cropland","Pasture",0
"81644","Cropland","Pasture",0
"81645","Cropland","Pasture",0
"81646","Cropland","Pasture",0
"81648","Cropland","Pasture",1
"81649","Cropland","Pasture",0
"81650","Cropland","Pasture",1
"81651","Cropland","Pasture",0
"81652","Cropland","Pasture",1
"81653","Cropland","Pasture",1
"81666","Cropland","Pasture",0
"81667","Cropland","Pasture",0
"81668","Cropland","Pasture",0
"81669","Cropland","Pasture",0
"81670","Cropland","Pasture",0
"81671","Cropland","Pasture",0
"81672","Cropland","Pasture",0
"81673","Cropland","Pasture",0
"81674","Cropland","Pasture",0
"81675","Cropland","Pasture",0
"81676","Cropland","Pasture",0
"81677","Cropland","Pasture",0
"81678","Cropland","Pasture",0
"81679","Cropland","Pasture",0
"81680","Cropland","Pasture",0
"81681","Cropland","Pasture",0
"81682","Cropland","Pasture",0
"81683","Cropland","Pasture",0
"81684","Cropland","Pasture",0
"81685","Cropland","Pasture",0
"81686","Cropland","Pasture",1
"81707","Cropland","Pasture",0
"81708","Cropland","Pasture",0
"81709","Cropland","Pasture",0
"81710","Cropland","Pasture",0
"81711","Cropland","Pasture",0
"81712","Cropland","Pasture",0
"81713","Cropland","Pasture",0
"81714","Cropland","Pasture",0
"81715","Cropland","Pasture",0
"81716","Cropland","Pasture",0
"81717","Cropland","Pasture",0
"81718","Cropland","Pasture",0
"81719","Cropland","Pasture",0
"81720","Cropland","Pasture",0
"81721","Cropland","Pasture",0
"81722","Cropland","Pasture",0
"81723","Cropland","Pasture",0
"81724","Cropland","Pasture",0
"81725","Cropland","Pasture",0
"81726","Cropland","Pasture",0
"81727","Cropland","Pasture",0
"81728","Cropland","Pasture",0
"81749","Cropland","Pasture",0
"81751","Cropland","Pasture",0
"81752","Cropland","Pasture",0
"81753","Cropland","Pasture",0
"81754","Cropland","Pasture",0
"81755","Cropland","Pasture",0
"81756","Cropland","Pasture",0
"81757","Cropland","Pasture",0
"81758","Cropland","Pasture",0
"81759","Cropland","Pasture",0
"81760","Cropland","Pasture",0
"81761","Cropland","Pasture",0
"81762","Cropland","Pasture",0
"81763","Cropland","Pasture",0
"81764","Cropland","Pasture",0
"81765","Cropland","Pasture",0
"81766","Cropland","Pasture",0
"81767","Cropland","Pasture",0
"81768","Cropland","Pasture",0
"81791","Cropland","Pasture",0
"81792","Cropland","Pasture",0
"81793","Cropland","Pasture",0
"81794","Cropland","Pasture",0
"81795","Cropland","Pasture",0
"81796","Cropland","Pasture",0
"81797","Cropland","Pasture",0
"81798","Cropland","Pasture",0
"81799","Cropland","Pasture",0
"81800","Cropland","Pasture",0
"81801","Cropland","Pasture",0
"81802","Cropland","Pasture",0
"81803","Cropland","Pasture",0
"81804","Cropland","Pasture",0
"81805","Cropland","Pasture",0
"81806","Cropland","Pasture",0
"81830","Cropland","Pasture",0
"81831","Cropland","Pasture",0
"81856","Cropland","Pasture",0
"81881","Cropland","Pasture",0
"81882","Cropland","Pasture",0
"81907","Cropland","Pasture",0
"81908","Cropland","Pasture",0
"81926","Cropland","Pasture",0
"96414","Cropland","Pasture",0
"96762","Cropland","Pasture",0
"101080","Cropland","Pasture",0
"101094","Cropland","Pasture",0
"101106","Cropland","Pasture",0
"101107","Cropland","Pasture",0
"101118","Cropland","Pasture",0
"101120","Cropland","Pasture",0
"101121","Cropland","Pasture",0
"101137","Cropland","Pasture",0
"101138","Cropland","Pasture",1
"101165","Cropland","Pasture",0
"101177","Cropland","Pasture",0
"101178","Cropland","Pasture",0
"101189","Cropland","Pasture",0
"101190","Cropland","Pasture",0
"101191","Cropland","Pasture",1
"101202","Cropland","Pasture",0
"101203","Cropland","Pasture",0
"101204","Cropland","Pasture",1
"101205","Cropland","Pasture",0
"101206","Cropland","Pasture",0
"101217","Cropland","Pasture",0
"101218","Cropland","Pasture",0
"101219","Cropland","Pasture",0
"101220","Cropland","Pasture",0
"101231","Cropland","Pasture",0
"101241","Cropland","Pasture",0
"101242","Cropland","Pasture",0
"101249","Cropland","Pasture",0
"101250","Cropland","Pasture",0
"101257","Cropland","Pasture",1
"101258","Cropland","Pasture",0
"101259","Cropland","Pasture",0
"101260","Cropland","Pasture",0
"101269","Cropland","Pasture",0
"101270","Cropland","Pasture",1
"101282","Cropland","Pasture",0
"101283","Cropland","Pasture",0
"101306","Cropland","Pasture",0
"101342","Cropland","Pasture",0
"101351","Cropland","Pasture",0
"101352","Cropland","Pasture",0
"101358","Cropland","Pasture",0
"101359","Cropland","Pasture",0
"101365","Cropland","Pasture",0
"103213","Cropland","Pasture",0
"104124","Cropland","Pasture",1
"104125","Cropland","Pasture",0
"104126","Cropland","Pasture",0
"104127","Cropland","Pasture",0
"104128","Cropland","Pasture",0
"104134","Cropland","Pasture",0
"104135","Cropland","Pasture",0
"104136","Cropland","Pasture",1
"104137","Cropland","Pasture",0
"104138","Cropland","Pasture",0
"104139","Cropland","Pasture",0
"104145","Cropland","Pasture",1
"104146","Cropland","Pasture",1
"104162","Cropland","Pasture",0
"104165","Cropland","Pasture",0
"104168","Cropland","Pasture",0
"104169","Cropland","Pasture",0
"104170","Cropland","Pasture",0
"104171","Cropland","Pasture",0
"104172","Cropland","Pasture",0
"104173","Cropland","Pasture",0
"104174","Cropland","Pasture",0
"104175","Cropland","Pasture",0
"104177","Cropland","Pasture",0
"104178","Cropland","Pasture",0
"104179","Cropland","Pasture",0
"104181","Cropland","Pasture",0
"104182","Cropland","Pasture",0
"104183","Cropland","Pasture",0
"104184","Cropland","Pasture",1
"104186","Cropland","Pasture",0
"104187","Cropland","Pasture",0
"104189","Cropland","Pasture",0
"104190","Cropland","Pasture",1
"104192","Cropland","Pasture",0
"104193","Cropland","Pasture",0
"104195","Cropland","Pasture",0
"104199","Cropland","Pasture",0
"104200","Cropland","Pasture",0
"104201","Cropland","Pasture",0
"104205","Cropland","Pasture",0
"104206","Cropland","Pasture",0
"106786","Cropland","Pasture",0
"106976","Cropland","Pasture",0
"106977","Cropland","Pasture",0
"106989","Cropland","Pasture",0
"107003","Cropland","Pasture",0
"107004","Cropland","Pasture",0
"107005","Cropland","Pasture",0
"107006","Cropland","Pasture",0
"107021","Cropland","Pasture",0
"107023","Cropland","Pasture",0
"107025","Cropland","Pasture",0
"108148","Cropland","Pasture",0
"108161","Cropland","Pasture",0
"108170","Cropland","Pasture",0
"108216","Cropland","Pasture",0
"108217","Cropland","Pasture",0
"108609","Cropland","Pasture",0
"108629","Cropland","Pasture",0
"108637","Cropland","Pasture",0
"108645","Cropland","Pasture",0
"109243","Cropland","Pasture",0
"109244","Cropland","Pasture",0
"109245","Cropland","Pasture",0
"109247","Cropland","Pasture",0
"109248","Cropland","Pasture",0
"109260","Cropland","Pasture",0
"109261","Cropland","Pasture",0
"109262","Cropland","Pasture",0
"109270","Cropland","Pasture",0
"109282","Cropland","Pasture",0
"109289","Cropland","Pasture",0
"109290","Cropland","Pasture",1
"109294","Cropland","Pasture",0
"109299","Cropland","Pasture",0
"109300","Cropland","Pasture",0
"109301","Cropland","Pasture",0
"109302","Cropland","Pasture",0
"109303","Cropland","Pasture",1
"109305","Cropland","Pasture",0
"109306","Cropland","Pasture",0
"109307","Cropland","Pasture",0
"109309","Cropland","Pasture",1
"109310","Cropland","Pasture",0
"109311","Cropland","Pasture",0
"109314","Cropland","Pasture",0
"109315","Cropland","Pasture",0
"109318","Cropland","Pasture",0
"109324","Cropland","Pasture",0
"109327","Cropland","Pasture",0
"109328","Cropland","Pasture",0
"109333","Cropland","Pasture",0
"109334","Cropland","Pasture",0
"109335","Cropland","Pasture",0
"109336","Cropland","Pasture",0
"109341","Cropland","Pasture",0
"109342","Cropland","Pasture",0
"112045","Cropland","Pasture",0
"112054","Cropland","Pasture",0
"112066","Cropland","Pasture",0
"112067","Cropland","Pasture",0
"112068","Cropland","Pasture",0
"112069","Cropland","Pasture",0
"112075","Cropland","Pasture",0
"112077","Cropland","Pasture",0
"112079","Cropland","Pasture",0
"113043","Cropland","Pasture",0
"113047","Cropland","Pasture",1
"113049","Cropland","Pasture",0
"113050","Cropland","Pasture",0
"113051","Cropland","Pasture",0
"113053","Cropland","Pasture",0
"113056","Cropland","Pasture",0
"113063","Cropland","Pasture",0
"113080","Cropland","Pasture",0
"113369","Cropland","Pasture",0
"113577","Cropland","Pasture",0
"113586","Cropland","Pasture",0
"113598","Cropland","Pasture",0
"113601","Cropland","Pasture",0
"113611","Cropland","Pasture",0
"113612","Cropland","Pasture",0
"113613","Cropland","Pasture",0
"113616","Cropland","Pasture",0
"114866","Cropland","Pasture",0
"114867","Cropland","Pasture",0
"114868","Cropland","Pasture",0
"114873","Cropland","Pasture",0
"114875","Cropland","Pasture",0
"115251","Cropland","Pasture",0
"115267","Cropland","Pasture",0
"115508","Cropland","Pasture",0
"115514","Cropland","Pasture",0
"115516","Cropland","Pasture",0
"115521","Cropland","Pasture",0
"115526","Cropland","Pasture",0
"115532","Cropland","Pasture",0
"117269","Cropland","Pasture",0
"117303","Cropland","Pasture",0
"117304","Cropland","Pasture",0
"117305","Cropland","Pasture",0
"117327","Cropland","Pasture",0
"117329","Cropland","Pasture",0
"117333","Cropland","Pasture",0
"117334","Cropland","Pasture",0
"117395","Cropland","Pasture",0
"117421","Cropland","Pasture",0
"117453","Cropland","Pasture",0
"117454","Cropland","Pasture",0
"117455","Cropland","Pasture",0
"117457","Cropland","Pasture",0
"117458","Cropland","Pasture",0
"117493","Cropland","Pasture",0
"117513","Cropland","Pasture",0
"117531","Cropland","Pasture",0
"117532","Cropland","Pasture",0
"117543","Cropland","Pasture",0
"117558","Cropland","Pasture",0
"117608","Cropland","Pasture",0
"117625","Cropland","Pasture",0
"117627","Cropland","Pasture",0
"117642","Cropland","Pasture",0
"117643","Cropland","Pasture",0
"125039","Cropland","Pasture",0
"125040","Cropland","Pasture",0
"125046","Cropland","Pasture",0
"125047","Cropland","Pasture",0
"125048","Cropland","Pasture",0
"125053","Cropland","Pasture",0
"125055","Cropland","Pasture",0
"127232","Cropland","Pasture",0
"127244","Cropland","Pasture",0
"127246","Cropland","Pasture",0
"127248","Cropland","Pasture",0
"127255","Cropland","Pasture",0
"127257","Cropland","Pasture",0
"127283","Cropland","Pasture",0
"127285","Cropland","Pasture",0
"127288","Cropland","Pasture",0
"127289","Cropland","Pasture",0
"127292","Cropland","Pasture",0
"127295","Cropland","Pasture",0
"127296","Cropland","Pasture",0
"127297","Cropland","Pasture",0
"127310","Cropland","Pasture",0
"127312","Cropland","Pasture",0
"127346","Cropland","Pasture",0
"127347","Cropland","Pasture",0
"127990","Cropland","Pasture",0
"128072","Cropland","Pasture",0
"128075","Cropland","Pasture",0
"128238","Cropland","Pasture",0
"132384","Cropland","Pasture",0
"132392","Cropland","Pasture",0
"132393","Cropland","Pasture",0
"132394","Cropland","Pasture",0
"132395","Cropland","Pasture",0
"132396","Cropland","Pasture",0
"132397","Cropland","Pasture",0
"132410","Cropland","Pasture",0
"132411","Cropland","Pasture",0
"132412","Cropland","Pasture",0
"132413","Cropland","Pasture",0
"132414","Cropland","Pasture",0
"132415","Cropland","Pasture",0
"132416","Cropland","Pasture",0
"132418","Cropland","Pasture",0
"132421","Cropland","Pasture",0
"132423","Cropland","Pasture",0
"132425","Cropland","Pasture",0
"132426","Cropland","Pasture",0
"132427","Cropland","Pasture",0
"132428","Cropland","Pasture",0
"132429","Cropland","Pasture",0
"132430","Cropland","Pasture",0
"132431","Cropland","Pasture",0
"132442","Cropland","Pasture",0
"132443","Cropland","Pasture",0
"132444","Cropland","Pasture",0
"132445","Cropland","Pasture",0
"132446","Cropland","Pasture",0
"132447","Cropland","Pasture",0
"132448","Cropland","Pasture",0
"132449","Cropland","Pasture",0
"132450","Cropland","Pasture",0
"132451","Cropland","Pasture",0
"132453","Cropland","Pasture",0
"132455","Cropland","Pasture",0
"132457","Cropland","Pasture",0
"132458","Cropland","Pasture",0
"132459","Cropland","Pasture",0
"132460","Cropland","Pasture",0
"132461","Cropland","Pasture",0
"132462","Cropland","Pasture",0
"132463","Cropland","Pasture",0
"132464","Cropland","Pasture",0
"132465","Cropland","Pasture",0
"132484","Cropland","Pasture",0
"132485","Cropland","Pasture",0
"132486","Cropland","Pasture",0
"132487","Cropland","Pasture",0
"132488","Cropland","Pasture",0
"132489","Cropland","Pasture",0
"132490","Cropland","Pasture",0
"132491","Cropland","Pasture",0
"132492","Cropland","Pasture",0
"132493","Cropland","Pasture",0
"132494","Cropland","Pasture",0
"132495","Cropland","Pasture",0
"132496","Cropland","Pasture",0
"132497","Cropland","Pasture",0
"132498","Cropland","Pasture",0
"132499","Cropland","Pasture",0
"132500","Cropland","Pasture",0
"132501","Cropland","Pasture",0
"132502","Cropland","Pasture",0
"132503","Cropland","Pasture",0
"132504","Cropland","Pasture",0
"132505","Cropland","Pasture",0
"132506","Cropland","Pasture",1
"132507","Cropland","Pasture",0
"132508","Cropland","Pasture",1
"132536","Cropland","Pasture",0
"132537","Cropland","Pasture",0
"132538","Cropland","Pasture",0
"132539","Cropland","Pasture",0
"132540","Cropland","Pasture",0
"132541","Cropland","Pasture",0
"132542","Cropland","Pasture",0
"132543","Cropland","Pasture",0
"132544","Cropland","Pasture",0
"132545","Cropland","Pasture",0
"132546","Cropland","Pasture",0
"132547","Cropland","Pasture",0
"132548","Cropland","Pasture",0
"132549","Cropland","Pasture",0
"132550","Cropland","Pasture",0
"132551","Cropland","Pasture",0
"132552","Cropland","Pasture",0
"132553","Cropland","Pasture",0
"132554","Cropland","Pasture",0
"132555","Cropland","Pasture",0
"132556","Cropland","Pasture",0
"132557","Cropland","Pasture",0
"132558","Cropland","Pasture",0
"132559","Cropland","Pasture",0
"132560","Cropland","Pasture",1
"132584","Cropland","Pasture",0
"132585","Cropland","Pasture",0
"132586","Cropland","Pasture",0
"132587","Cropland","Pasture",0
"132588","Cropland","Pasture",0
"132589","Cropland","Pasture",0
"132590","Cropland","Pasture",0
"132591","Cropland","Pasture",0
"132592","Cropland","Pasture",0
"132593","Cropland","Pasture",0
"132594","Cropland","Pasture",0
"132595","Cropland","Pasture",0
"132596","Cropland","Pasture",0
"132597","Cropland","Pasture",0
"132598","Cropland","Pasture",0
"132599","Cropland","Pasture",0
"132600","Cropland","Pasture",0
"132601","Cropland","Pasture",1
"132602","Cropland","Pasture",0
"132603","Cropland","Pasture",0
"132604","Cropland","Pasture",0
"132605","Cropland","Pasture",0
"132606","Cropland","Pasture",0
"132607","Cropland","Pasture",0
"132622","Cropland","Pasture",0
"132623","Cropland","Pasture",0
"132624","Cropland","Pasture",0
"132625","Cropland","Pasture",0
"132626","Cropland","Pasture",0
"132627","Cropland","Pasture",0
"132628","Cropland","Pasture",0
"132629","Cropland","Pasture",0
"132630","Cropland","Pasture",0
"132631","Cropland","Pasture",0
"132632","Cropland","Pasture",0
"132633","Cropland","Pasture",0
"132634","Cropland","Pasture",0
"132635","Cropland","Pasture",1
"132636","Cropland","Pasture",1
"132637","Cropland","Pasture",0
"132638","Cropland","Pasture",0
"132639","Cropland","Pasture",0
"132640","Cropland","Pasture",0
"132641","Cropland","Pasture",0
"132642","Cropland","Pasture",0
"132643","Cropland","Pasture",0
"132644","Cropland","Pasture",0
"132645","Cropland","Pasture",0
"132646","Cropland","Pasture",1
"132653","Cropland","Pasture",0
"132654","Cropland","Pasture",0
"132655","Cropland","Pasture",0
"132656","Cropland","Pasture",0
"132657","Cropland","Pasture",0
"132658","Cropland","Pasture",0
"132659","Cropland","Pasture",0
"132660","Cropland","Pasture",0
"132661","Cropland","Pasture",0
"132662","Cropland","Pasture",0
"132663","Cropland","Pasture",0
"132664","Cropland","Pasture",0
"132665","Cropland","Pasture",0
"132666","Cropland","Pasture",0
"132667","Cropland","Pasture",0
"132668","Cropland","Pasture",0
"132669","Cropland","Pasture",0
"132670","Cropland","Pasture",0
"132671","Cropland","Pasture",1
"132672","Cropland","Pasture",0
"132673","Cropland","Pasture",0
"132674","Cropland","Pasture",0
"132675","Cropland","Pasture",0
"132676","Cropland","Pasture",0
"132677","Cropland","Pasture",0
"132678","Cropland","Pasture",0
"132679","Cropland","Pasture",0
"132680","Cropland","Pasture",0
"132681","Cropland","Pasture",0
"132691","Cropland","Pasture",0
"132692","Cropland","Pasture",0
"132693","Cropland","Pasture",0
"132694","Cropland","Pasture",0
"132695","Cropland","Pasture",0
"132696","Cropland","Pasture",0
"132697","Cropland","Pasture",0
"132698","Cropland","Pasture",0
"132699","Cropland","Pasture",0
"132701","Cropland","Pasture",0
"132702","Cropland","Pasture",0
"132703","Cropland","Pasture",0
"132704","Cropland","Pasture",0
"132705","Cropland","Pasture",0
"132706","Cropland","Pasture",0
"132707","Cropland","Pasture",0
"132708","Cropland","Pasture",0
"132710","Cropland","Pasture",0
"132711","Cropland","Pasture",1
"132712","Cropland","Pasture",0
"132713","Cropland","Pasture",0
"132714","Cropland","Pasture",0
"132715","Cropland","Pasture",0
"132716","Cropland","Pasture",0
"132717","Cropland","Pasture",0
"132718","Cropland","Pasture",1
"132719","Cropland","Pasture",0
"132720","Cropland","Pasture",0
"132733","Cropland","Pasture",0
"132734","Cropland","Pasture",0
"132735","Cropland","Pasture",0
"132736","Cropland","Pasture",0
"132737","Cropland","Pasture",0
"132738","Cropland","Pasture",0
"132739","Cropland","Pasture",1
"132740","Cropland","Pasture",1
"132741","Cropland","Pasture",0
"132742","Cropland","Pasture",0
"132743","Cropland","Pasture",0
"132744","Cropland","Pasture",0
"132745","Cropland","Pasture",0
"132747","Cropland","Pasture",1
"132748","Cropland","Pasture",0
"132749","Cropland","Pasture",0
"132750","Cropland","Pasture",0
"132751","Cropland","Pasture",0
"132752","Cropland","Pasture",0
"132753","Cropland","Pasture",0
"132754","Cropland","Pasture",0
"132766","Cropland","Pasture",0
"132767","Cropland","Pasture",0
"132768","Cropland","Pasture",0
"132769","Cropland","Pasture",0
"132770","Cropland","Pasture",0
"132771","Cropland","Pasture",0
"132772","Cropland","Pasture",0
"132773","Cropland","Pasture",0
"132774","Cropland","Pasture",0
"132775","Cropland","Pasture",0
"132776","Cropland","Pasture",0
"132779","Cropland","Pasture",0
"132780","Cropland","Pasture",0
"132781","Cropland","Pasture",1
"132782","Cropland","Pasture",0
"132783","Cropland","Pasture",0
"132785","Cropland","Pasture",0
"132796","Cropland","Pasture",0
"132797","Cropland","Pasture",0
"132798","Cropland","Pasture",0
"132799","Cropland","Pasture",0
"132800","Cropland","Pasture",0
"132801","Cropland","Pasture",0
"132802","Cropland","Pasture",0
"132803","Cropland","Pasture",0
"132804","Cropland","Pasture",0
"132805","Cropland","Pasture",0
"132806","Cropland","Pasture",0
"132808","Cropland","Pasture",1
"132809","Cropland","Pasture",1
"132810","Cropland","Pasture",0
"132826","Cropland","Pasture",0
"132827","Cropland","Pasture",0
"132828","Cropland","Pasture",0
"132829","Cropland","Pasture",0
"132830","Cropland","Pasture",0
"132831","Cropland","Pasture",0
"132832","Cropland","Pasture",0
"132833","Cropland","Pasture",0
"132834","Cropland","Pasture",0
"132835","Cropland","Pasture",0
"132836","Cropland","Pasture",0
"132837","Cropland","Pasture",0
"132839","Cropland","Pasture",0
"132853","Cropland","Pasture",0
"132854","Cropland","Pasture",0
"132855","Cropland","Pasture",0
"132856","Cropland","Pasture",0
"132857","Cropland","Pasture",0
"132858","Cropland","Pasture",0
"132868","Cropland","Pasture",0
"132869","Cropland","Pasture",0
"132870","Cropland","Pasture",0
"132871","Cropland","Pasture",0
"132872","Cropland","Pasture",0
"132873","Cropland","Pasture",0
"132874","Cropland","Pasture",0
"132875","Cropland","Pasture",0
"132876","Cropland","Pasture",0
"132877","Cropland","Pasture",0
"132878","Cropland","Pasture",0
"132890","Cropland","Pasture",0
"132891","Cropland","Pasture",0
"132892","Cropland","Pasture",0
"132893","Cropland","Pasture",0
"132894","Cropland","Pasture",0
"132895","Cropland","Pasture",0
"132896","Cropland","Pasture",0
"132897","Cropland","Pasture",0
"132898","Cropland","Pasture",0
"132899","Cropland","Pasture",0
"132900","Cropland","Pasture",0
"132901","Cropland","Pasture",0
"132902","Cropland","Pasture",0
"132903","Cropland","Pasture",0
"132915","Cropland","Pasture",0
"132916","Cropland","Pasture",0
"132917","Cropland","Pasture",0
"132918","Cropland","Pasture",0
"132919","Cropland","Pasture",0
"132920","Cropland","Pasture",0
"132921","Cropland","Pasture",0
"132922","Cropland","Pasture",0
"132923","Cropland","Pasture",0
"132924","Cropland","Pasture",0
"132925","Cropland","Pasture",0
"132926","Cropland","Pasture",0
"132937","Cropland","Pasture",0
"132938","Cropland","Pasture",0
"141870","Cropland","Pasture",0
"141872","Cropland","Pasture",0
"144995","Cropland","Pasture",0
"144997","Cropland","Pasture",1
"144999","Cropland","Pasture",0
"145000","Cropland","Pasture",0
"145001","Cropland","Pasture",0
"145002","Cropland","Pasture",0
"145003","Cropland","Pasture",0
"145004","Cropland","Pasture",0
"145005","Cropland","Pasture",0
"145006","Cropland","Pasture",0
"145007","Cropland","Pasture",0
"145008","Cropland","Pasture",0
"145009","Cropland","Pasture",1
"145010","Cropland","Pasture",0
"145011","Cropland","Pasture",0
"145013","Cropland","Pasture",0
"145014","Cropland","Pasture",0
"145015","Cropland","Pasture",0
"145016","Cropland","Pasture",1
"145017","Cropland","Pasture",0
"145018","Cropland","Pasture",0
"145019","Cropland","Pasture",0
"145022","Cropland","Pasture",0
"145023","Cropland","Pasture",1
"145024","Cropland","Pasture",0
"145025","Cropland","Pasture",0
"145026","Cropland","Pasture",0
"145027","Cropland","Pasture",0
"145028","Cropland","Pasture",0
"145029","Cropland","Pasture",0
"145030","Cropland","Pasture",0
"145031","Cropland","Pasture",0
"145034","Cropland","Pasture",0
"145035","Cropland","Pasture",0
"145036","Cropland","Pasture",0
"145037","Cropland","Pasture",0
"145038","Cropland","Pasture",0
"145039","Cropland","Pasture",0
"145040","Cropland","Pasture",0
"145041","Cropland","Pasture",0
"145042","Cropland","Pasture",0
"145043","Cropland","Pasture",0
"145044","Cropland","Pasture",0
"145047","Cropland","Pasture",0
"145048","Cropland","Pasture",0
"145049","Cropland","Pasture",0
"145050","Cropland","Pasture",0
"145051","Cropland","Pasture",0
"145052","Cropland","Pasture",0
"145053","Cropland","Pasture",0
"145054","Cropland","Pasture",0
"145055","Cropland","Pasture",0
"145059","Cropland","Pasture",0
"145060","Cropland","Pasture",1
"145061","Cropland","Pasture",1
"145062","Cropland","Pasture",0
"145063","Cropland","Pasture",0
"145064","Cropland","Pasture",0
"145065","Cropland","Pasture",0
"145066","Cropland","Pasture",1
"145067","Cropland","Pasture",0
"145068","Cropland","Pasture",0
"145069","Cropland","Pasture",0
"145070","Cropland","Pasture",0
"145075","Cropland","Pasture",0
"145076","Cropland","Pasture",1
"145077","Cropland","Pasture",0
"145078","Cropland","Pasture",0
"145079","Cropland","Pasture",0
"145080","Cropland","Pasture",0
"145081","Cropland","Pasture",0
"145088","Cropland","Pasture",0
"145089","Cropland","Pasture",1
"145090","Cropland","Pasture",0
"145091","Cropland","Pasture",1
"145092","Cropland","Pasture",0
"145093","Cropland","Pasture",0
"145094","Cropland","Pasture",1
"145095","Cropland","Pasture",0
"145102","Cropland","Pasture",0
"145103","Cropland","Pasture",0
"145104","Cropland","Pasture",0
"145105","Cropland","Pasture",0
"145106","Cropland","Pasture",0
"145107","Cropland","Pasture",0
"145114","Cropland","Pasture",1
"145115","Cropland","Pasture",0
"145116","Cropland","Pasture",1
"145122","Cropland","Pasture",0
"145123","Cropland","Pasture",0
"145124","Cropland","Pasture",0
"145125","Cropland","Pasture",0
"145128","Cropland","Pasture",0
"145129","Cropland","Pasture",0
"145133","Cropland","Pasture",0
"145134","Cropland","Pasture",0
"145135","Cropland","Pasture",0
"145136","Cropland","Pasture",0
"145137","Cropland","Pasture",0
"145138","Cropland","Pasture",0
"145139","Cropland","Pasture",0
"145140","Cropland","Pasture",0
"145144","Cropland","Pasture",0
"145145","Cropland","Pasture",0
"145146","Cropland","Pasture",0
"145147","Cropland","Pasture",0
"145148","Cropland","Pasture",0
"145155","Cropland","Pasture",0
"145156","Cropland","Pasture",0
"146983","Cropland","Pasture",0
"146988","Cropland","Pasture",0
"146989","Cropland","Pasture",0
"146990","Cropland","Pasture",0
"146996","Cropland","Pasture",0
"146998","Cropland","Pasture",1
"146999","Cropland","Pasture",0
"147000","Cropland","Pasture",0
"147001","Cropland","Pasture",1
"147002","Cropland","Pasture",1
"147003","Cropland","Pasture",0
"147004","Cropland","Pasture",0
"147005","Cropland","Pasture",0
"147013","Cropland","Pasture",0
"147014","Cropland","Pasture",0
"147015","Cropland","Pasture",0
"147016","Cropland","Pasture",0
"147017","Cropland","Pasture",0
"147018","Cropland","Pasture",0
"147019","Cropland","Pasture",0
"147032","Cropland","Pasture",0
"147033","Cropland","Pasture",0
"147034","Cropland","Pasture",0
"147035","Cropland","Pasture",0
"147036","Cropland","Pasture",0
"147037","Cropland","Pasture",0
"147038","Cropland","Pasture",1
"147039","Cropland","Pasture",0
"147040","Cropland","Pasture",0
"147041","Cropland","Pasture",0
"147042","Cropland","Pasture",0
"147043","Cropland","Pasture",0
"147044","Cropland","Pasture",0
"147045","Cropland","Pasture",0
"147046","Cropland","Pasture",0
"147050","Cropland","Pasture",1
"147051","Cropland","Pasture",1
"147052","Cropland","Pasture",0
"147053","Cropland","Pasture",0
"147054","Cropland","Pasture",1
"147055","Cropland","Pasture",1
"147056","Cropland","Pasture",0
"147057","Cropland","Pasture",1
"147058","Cropland","Pasture",1
"147059","Cropland","Pasture",0
"147060","Cropland","Pasture",0
"147061","Cropland","Pasture",1
"147062","Cropland","Pasture",0
"147063","Cropland","Pasture",0
"147064","Cropland","Pasture",1
"147065","Cropland","Pasture",0
"147066","Cropland","Pasture",0
"147067","Cropland","Pasture",0
"147068","Cropland","Pasture",1
"147069","Cropland","Pasture",0
"147070","Cropland","Pasture",0
"147071","Cropland","Pasture",0
"147072","Cropland","Pasture",0
"147073","Cropland","Pasture",0
"147074","Cropland","Pasture",0
"147075","Cropland","Pasture",0
"147076","Cropland","Pasture",0
"147077","Cropland","Pasture",0
"147078","Cropland","Pasture",0
"147079","Cropland","Pasture",1
"147080","Cropland","Pasture",1
"147081","Cropland","Pasture",0
"147082","Cropland","Pasture",1
"147083","Cropland","Pasture",0
"147084","Cropland","Pasture",0
"147085","Cropland","Pasture",0
"147086","Cropland","Pasture",0
"147087","Cropland","Pasture",1
"147088","Cropland","Pasture",0
