"ns","times","ks","value"
"12140","2100","ruralPop",0
"12142","2000","totPop",25.9446054616763
"12142","2000","ruralPop",1
"12142","2010","totPop",19.4375986340104
"12142","2010","ruralPop",1
"12142","2020","totPop",20.8808196918778
"12142","2020","ruralPop",1
"12142","2030","totPop",21.7567627823584
"12142","2030","ruralPop",1
"12142","2040","totPop",22.4241476702364
"12142","2040","ruralPop",1
"12142","2050","totPop",22.4450033830926
"12142","2050","ruralPop",1
"12142","2060","totPop",22.4450033830926
"12142","2060","ruralPop",1
"12142","2070","totPop",22.2364459681194
"12142","2070","ruralPop",1
"12142","2080","totPop",21.5523757223269
"12142","2080","ruralPop",0.231468933290548
"12142","2090","totPop",20.7139729149875
"12142","2090","ruralPop",0.191904962398587
"12142","2100","totPop",19.9506511035467
"12142","2100","ruralPop",0.157014422276061
"12198","2000","totPop",2.97736996071541
"12198","2000","ruralPop",1
"12198","2010","totPop",2.56279936951716
"12198","2010","ruralPop",1
"12198","2020","totPop",2.71355234853024
"12198","2020","ruralPop",1
"12198","2030","totPop",2.78892883803678
"12198","2030","ruralPop",1
"12198","2040","totPop",2.86430516580298
"12198","2040","ruralPop",1
"12198","2050","totPop",2.86430516580298
"12198","2050","ruralPop",1
"12198","2060","totPop",2.82661708279004
"12198","2060","ruralPop",1
"12198","2070","totPop",2.7512405932835
"12198","2070","ruralPop",1
"12198","2080","totPop",2.67586410377698
"12198","2080","ruralPop",1
"12198","2090","totPop",2.56279936951716
"12198","2090","ruralPop",1
"12198","2100","totPop",2.41204655224441
"12198","2100","ruralPop",1
"12199","2000","totPop",0.380425664947769
"12199","2000","ruralPop",1
"12199","2010","totPop",0.361404383358501
"12199","2010","ruralPop",1
"12199","2020","totPop",0.361404383358501
"12199","2020","ruralPop",1
"12199","2030","totPop",0.361404383358501
"12199","2030","ruralPop",1
"12199","2040","totPop",0.361404383358501
"12199","2040","ruralPop",1
"12199","2050","totPop",0.361404383358501
"12199","2050","ruralPop",1
"12199","2060","totPop",0.361404383358501
"12199","2060","ruralPop",1
"12199","2070","totPop",0.361404383358501
"12199","2070","ruralPop",1
"12199","2080","totPop",0.361404383358501
"12199","2080","ruralPop",1
"12199","2090","totPop",0.361404383358501
"12199","2090","ruralPop",1
"12199","2100","totPop",0.323361820179963
"12199","2100","ruralPop",1
"12200","2000","totPop",2.14868563206267
"12200","2000","ruralPop",1
"12200","2010","totPop",1.42176710089043
"12200","2010","ruralPop",1
"12200","2020","totPop",1.42176710089043
"12200","2020","ruralPop",1
"12200","2030","totPop",1.42176710089043
"12200","2030","ruralPop",1
"12200","2040","totPop",1.42176710089043
"12200","2040","ruralPop",1
"12200","2050","totPop",1.42176710089043
"12200","2050","ruralPop",1
"12200","2060","totPop",1.42176710089043
"12200","2060","ruralPop",1
"12200","2070","totPop",1.42176710089043
"12200","2070","ruralPop",1
"12200","2080","totPop",1.42176710089043
"12200","2080","ruralPop",1
"12200","2090","totPop",1.42176710089043
"12200","2090","ruralPop",1
"12200","2100","totPop",1.42176710089043
"12200","2100","ruralPop",1
"12201","2000","totPop",25.6338601105595
"12201","2000","ruralPop",1
"12201","2010","totPop",18.1674141926614
"12201","2010","ruralPop",1
"12201","2020","totPop",19.5091806017331
"12201","2020","ruralPop",1
"12201","2030","totPop",20.1826146393661
"12201","2030","ruralPop",1
"12201","2040","totPop",20.8318153684773
"12201","2040","ruralPop",1
"12201","2050","totPop",20.8585995757792
"12201","2050","ruralPop",1
"12201","2060","totPop",20.8585995757792
"12201","2060","ruralPop",1
"12201","2070","totPop",20.3382190051836
"12201","2070","ruralPop",0.271917720777253
"12201","2080","totPop",20.1826146393661
"12201","2080","ruralPop",0.00695146465428848
"12201","2090","totPop",19.5091806017331
"12201","2090","ruralPop",0.00719142442955914
"12201","2100","totPop",18.8331955996366
"12201","2100","ruralPop",0.00731409891019417
"12202","2000","totPop",27.4767607869493
"12202","2000","ruralPop",1
"12202","2010","totPop",19.2837783086952
"12202","2010","ruralPop",1
"12202","2020","totPop",20.7528648753391
"12202","2020","ruralPop",1
"12202","2030","totPop",21.4874081586611
"12202","2030","ruralPop",1
"12202","2040","totPop",22.221951441983
"12202","2040","ruralPop",1
"12202","2050","totPop",22.2300233150651
"12202","2050","ruralPop",1
"12202","2060","totPop",22.221951441983
"12202","2060","ruralPop",1
"12202","2070","totPop",22.1896638110912
"12202","2070","ruralPop",1
"12202","2080","totPop",21.479336285579
"12202","2080","ruralPop",0.00864336640744903
"12202","2090","totPop",20.7447930022571
"12202","2090","ruralPop",0
"12202","2100","totPop",20.002177845853
"12202","2100","ruralPop",0
"12203","2000","totPop",27.6177038130779
"12203","2000","ruralPop",1
"12203","2010","totPop",19.4368260569955
"12203","2010","ruralPop",1
"12203","2020","totPop",20.8866899262867
"12203","2020","ruralPop",1
"12203","2030","totPop",21.6305465489338
"12203","2030","ruralPop",1
"12203","2040","totPop",22.3566370746247
"12203","2040","ruralPop",1
"12203","2050","totPop",22.372858184624
"12203","2050","ruralPop",1
"12203","2060","totPop",22.3481403027203
"12203","2060","ruralPop",1
"12203","2070","totPop",22.2956146710773
"12203","2070","ruralPop",1
"12203","2080","totPop",21.5795657981695
"12203","2080","ruralPop",0.0356158524090233
"12203","2090","totPop",20.8434334738382
"12203","2090","ruralPop",0.0300177857064671
"12203","2100","totPop",20.0825833073823
"12203","2100","ruralPop",0.0113081256469365
"12262","2000","totPop",1.19498406333485
"12262","2000","ruralPop",1
"12262","2010","totPop",0.784208289059434
"12262","2010","ruralPop",1
"12262","2020","totPop",0.784208289059434
"12262","2020","ruralPop",1
"12262","2030","totPop",0.784208289059434
"12262","2030","ruralPop",1
"12262","2040","totPop",0.784208289059434
"12262","2040","ruralPop",1
"12262","2050","totPop",0.784208289059434
"12262","2050","ruralPop",1
"12262","2060","totPop",0.784208289059434
"12262","2060","ruralPop",1
"12262","2070","totPop",0.784208289059434
"12262","2070","ruralPop",1
"12262","2080","totPop",0.784208289059434
"12262","2080","ruralPop",1
"12262","2090","totPop",0.784208289059434
"12262","2090","ruralPop",1
"12262","2100","totPop",0.784208289059434
"12262","2100","ruralPop",1
"12263","2000","totPop",1.24999285625074
"12263","2000","ruralPop",1
"12263","2010","totPop",0.772608649735474
"12263","2010","ruralPop",1
"12263","2020","totPop",0.772608649735474
"12263","2020","ruralPop",1
"12263","2030","totPop",0.772608649735474
"12263","2030","ruralPop",1
"12263","2040","totPop",0.772608649735474
"12263","2040","ruralPop",1
"12263","2050","totPop",0.772608649735474
"12263","2050","ruralPop",1
"12263","2060","totPop",0.772608649735474
"12263","2060","ruralPop",1
"12263","2070","totPop",0.772608649735474
"12263","2070","ruralPop",1
"12263","2080","totPop",0.772608649735474
"12263","2080","ruralPop",1
"12263","2090","totPop",0.772608649735474
"12263","2090","ruralPop",1
"12263","2100","totPop",0.772608649735474
"12263","2100","ruralPop",1
"12264","2000","totPop",1.66153074226996
"12264","2000","ruralPop",1
"12264","2010","totPop",1.18680769730343
"12264","2010","ruralPop",1
"12264","2020","totPop",1.18680769730343
"12264","2020","ruralPop",1
"12264","2030","totPop",1.18680769730343
"12264","2030","ruralPop",1
"12264","2040","totPop",1.18680769730343
"12264","2040","ruralPop",1
"12264","2050","totPop",1.18680769730343
"12264","2050","ruralPop",1
"12264","2060","totPop",1.18680769730343
"12264","2060","ruralPop",1
"12264","2070","totPop",1.18680769730343
"12264","2070","ruralPop",1
"12264","2080","totPop",1.18680769730343
"12264","2080","ruralPop",1
"12264","2090","totPop",1.18680769730343
"12264","2090","ruralPop",1
"12264","2100","totPop",1.18680769730343
"12264","2100","ruralPop",1
"12265","2000","totPop",2.15819574835438
"12265","2000","ruralPop",1
"12265","2010","totPop",1.43879716556958
"12265","2010","ruralPop",1
"12265","2020","totPop",1.43879716556958
"12265","2020","ruralPop",1
"12265","2030","totPop",1.43879716556958
"12265","2030","ruralPop",1
"12265","2040","totPop",1.43879716556958
"12265","2040","ruralPop",1
"12265","2050","totPop",1.43879716556958
"12265","2050","ruralPop",1
"12265","2060","totPop",1.43879716556958
"12265","2060","ruralPop",1
"12265","2070","totPop",1.43879716556958
"12265","2070","ruralPop",1
"12265","2080","totPop",1.43879716556958
"12265","2080","ruralPop",1
"12265","2090","totPop",1.43879716556958
"12265","2090","ruralPop",1
"12265","2100","totPop",1.43879716556958
"12265","2100","ruralPop",1
"12266","2000","totPop",2.18075555910938
"12266","2000","ruralPop",1
"12266","2010","totPop",1.45383703940625
"12266","2010","ruralPop",1
"12266","2020","totPop",1.45383703940625
"12266","2020","ruralPop",1
"12266","2030","totPop",1.45383703940625
"12266","2030","ruralPop",1
"12266","2040","totPop",1.45383703940625
"12266","2040","ruralPop",1
"12266","2050","totPop",1.45383703940625
"12266","2050","ruralPop",1
"12266","2060","totPop",1.45383703940625
"12266","2060","ruralPop",1
"12266","2070","totPop",1.45383703940625
"12266","2070","ruralPop",1
"12266","2080","totPop",1.45383703940625
"12266","2080","ruralPop",1
"12266","2090","totPop",1.45383703940625
"12266","2090","ruralPop",1
"12266","2100","totPop",1.45383703940625
"12266","2100","ruralPop",1
"12267","2000","totPop",19.0826728829306
"12267","2000","ruralPop",1
"12267","2010","totPop",13.5128965767348
"12267","2010","ruralPop",1
"12267","2020","totPop",14.4516229081426
"12267","2020","ruralPop",1
"12267","2030","totPop",14.9502361550782
"12267","2030","ruralPop",1
"12267","2040","totPop",15.4134772250137
"12267","2040","ruralPop",1
"12267","2050","totPop",15.4468087472132
"12267","2050","ruralPop",1
"12267","2060","totPop",15.4332040121032
"12267","2060","ruralPop",1
"12267","2070","totPop",15.0529519314319
"12267","2070","ruralPop",0.304532511438092
"12267","2080","totPop",14.931869788953
"12267","2080","ruralPop",0.109471092787157
"12267","2090","totPop",14.4577450126688
"12267","2090","ruralPop",0.0528841671415131
"12267","2100","totPop",13.9917830424194
"12267","2100","ruralPop",0.0338373321081106
"12268","2000","totPop",27.4767607869493
"12268","2000","ruralPop",1
"12268","2010","totPop",19.3079940665049
"12268","2010","ruralPop",1
"12268","2020","totPop",20.793224379313
"12268","2020","ruralPop",1
"12268","2030","totPop",21.535839535717
"12268","2030","ruralPop",1
"12268","2040","totPop",22.278454692121
"12268","2040","ruralPop",1
"12268","2050","totPop",22.278454692121
"12268","2050","ruralPop",1
"12268","2060","totPop",22.278454692121
"12268","2060","ruralPop",1
"12268","2070","totPop",22.278454692121
"12268","2070","ruralPop",1
"12268","2080","totPop",21.535839535717
"12268","2080","ruralPop",0
"12268","2090","totPop",20.793224379313
"12268","2090","ruralPop",0
"12268","2100","totPop",20.0506092229089
"12268","2100","ruralPop",0
"12269","2000","totPop",27.7791430626908
"12269","2000","ruralPop",1
"12269","2010","totPop",19.5009383151186
"12269","2010","ruralPop",1
"12269","2020","totPop",20.9816996561273
"12269","2020","ruralPop",1
"12269","2030","totPop",21.7325081830597
"12269","2030","ruralPop",1
"12269","2040","totPop",22.4709576629623
"12269","2040","ruralPop",1
"12269","2050","totPop",22.4771371334381
"12269","2050","ruralPop",1
"12269","2060","totPop",22.4771371334381
"12269","2060","ruralPop",1
"12269","2070","totPop",22.4647781924863
"12269","2070","ruralPop",1
"12269","2080","totPop",21.7201491360298
"12269","2080","ruralPop",0.0065436176541163
"12269","2090","totPop",20.9755200795733
"12269","2090","ruralPop",0
"12269","2100","totPop",20.2247115526408
"12269","2100","ruralPop",0
"12321","2000","totPop",1.90587351845957
"12321","2000","ruralPop",1
"12321","2010","totPop",1.37530068851689
"12321","2010","ruralPop",1
"12321","2020","totPop",1.37530068851689
"12321","2020","ruralPop",1
"12321","2030","totPop",1.37530068851689
"12321","2030","ruralPop",1
"12321","2040","totPop",1.37530068851689
"12321","2040","ruralPop",1
"12321","2050","totPop",1.37530068851689
"12321","2050","ruralPop",1
"12321","2060","totPop",1.37530068851689
"12321","2060","ruralPop",1
"12321","2070","totPop",1.37530068851689
"12321","2070","ruralPop",1
"12321","2080","totPop",1.37530068851689
"12321","2080","ruralPop",1
"12321","2090","totPop",1.37530068851689
"12321","2090","ruralPop",1
"12321","2100","totPop",1.37530068851689
"12321","2100","ruralPop",1
"12322","2000","totPop",2.278095526445
"12322","2000","ruralPop",1
"12322","2010","totPop",1.55869694366021
"12322","2010","ruralPop",1
"12322","2020","totPop",1.55869694366021
"12322","2020","ruralPop",1
"12322","2030","totPop",1.55869694366021
"12322","2030","ruralPop",1
"12322","2040","totPop",1.55869694366021
"12322","2040","ruralPop",1
"12322","2050","totPop",1.55869694366021
"12322","2050","ruralPop",1
"12322","2060","totPop",1.55869694366021
"12322","2060","ruralPop",1
"12322","2070","totPop",1.55869694366021
"12322","2070","ruralPop",1
"12322","2080","totPop",1.55869694366021
"12322","2080","ruralPop",1
"12322","2090","totPop",1.55869694366021
"12322","2090","ruralPop",1
"12322","2100","totPop",1.55869694366021
"12322","2100","ruralPop",1
"12323","2000","totPop",2.36248518903516
"12323","2000","ruralPop",1
"12323","2010","totPop",1.63556666933203
"12323","2010","ruralPop",1
"12323","2020","totPop",1.63556666933203
"12323","2020","ruralPop",1
"12323","2030","totPop",1.63556666933203
"12323","2030","ruralPop",1
"12323","2040","totPop",1.63556666933203
"12323","2040","ruralPop",1
"12323","2050","totPop",1.63556666933203
"12323","2050","ruralPop",1
"12323","2060","totPop",1.63556666933203
"12323","2060","ruralPop",1
"12323","2070","totPop",1.63556666933203
"12323","2070","ruralPop",1
"12323","2080","totPop",1.63556666933203
"12323","2080","ruralPop",1
"12323","2090","totPop",1.63556666933203
"12323","2090","ruralPop",1
"12323","2100","totPop",1.63556666933203
"12323","2100","ruralPop",1
"12324","2000","totPop",27.7536470131583
"12324","2000","ruralPop",1
"12324","2010","totPop",19.6571320157746
"12324","2010","ruralPop",1
"12324","2020","totPop",21.0975327689899
"12324","2020","ruralPop",1
"12324","2030","totPop",21.8457927913426
"12324","2030","ruralPop",1
"12324","2040","totPop",22.5362329376146
"12324","2040","ruralPop",1
"12324","2050","totPop",22.5804481369704
"12324","2050","ruralPop",1
"12324","2060","totPop",22.5651428756548
"12324","2060","ruralPop",1
"12324","2070","totPop",22.0090498462028
"12324","2070","ruralPop",0.302271680859649
"12324","2080","totPop",21.8015775919868
"12324","2080","ruralPop",0
"12324","2090","totPop",21.1111374457148
"12324","2090","ruralPop",0
"12324","2100","totPop",20.376482100087
"12324","2100","ruralPop",0
"12325","2000","totPop",27.4767607869493
"12325","2000","ruralPop",1
"12325","2010","totPop",19.2976800064555
"12325","2010","ruralPop",1
"12325","2020","totPop",20.7777532007123
"12325","2020","ruralPop",1
"12325","2030","totPop",21.5203683571164
"12325","2030","ruralPop",1
"12325","2040","totPop",22.2578264834957
"12325","2040","ruralPop",1
"12325","2050","totPop",22.2578264834957
"12325","2050","ruralPop",1
"12325","2060","totPop",22.2578264834957
"12325","2060","ruralPop",1
"12325","2070","totPop",22.2578264834957
"12325","2070","ruralPop",1
"12325","2080","totPop",21.5152113270917
"12325","2080","ruralPop",0.00599232753468031
"12325","2090","totPop",20.7725961706877
"12325","2090","ruralPop",0
"12325","2100","totPop",20.0351380443083
"12325","2100","ruralPop",0
"12326","2000","totPop",27.7763196839389
"12326","2000","ruralPop",1
"12326","2010","totPop",19.5159875626575
"12326","2010","ruralPop",1
"12326","2020","totPop",21.0089746663749
"12326","2020","ruralPop",1
"12326","2030","totPop",21.7597831933074
"12326","2030","ruralPop",1
"12326","2040","totPop",22.5055574962368
"12326","2040","ruralPop",1
"12326","2050","totPop",22.5055574962368
"12326","2050","ruralPop",1
"12326","2060","totPop",22.5055574962368
"12326","2060","ruralPop",1
"12326","2070","totPop",22.5055574962368
"12326","2070","ruralPop",1
